"doc_id","text","year","university","uni_code","region","uni_type","public","tier","proj985","proj211","2first","super","prov","city","key_uni"
"1398_03","内容板块上，深度整合教学、科研、招生、就业、校园生活等各领域信息，以专题形式呈现重点工作，运用图表、视频等多元媒介辅助解读，信息直观度显著跃升,提升信息公开质量。（三）加强舆情监测研判，增强公众参与2024年，学校成立党委宣传部（与新闻公关处一个机构两块牌子），进一步完善体制机制，不断加强舆情监测、研判和应急处置，落实实施意识形态工作责任制实施细则、意识形态工作责任清单、意识形态工作责任追究暂行办法、意识形态校内巡察工作办法、网络意识形态工作责任制实施细则、突发敏感舆情处置工作机制。学校进一步优化舆情监控机制，使用信息化、大数据手段实时监测舆情动向，有效提升舆情研判、响应、处置成效。特别在重要时期、关键节点充分发挥作用，保障政治安全稳定。二、学校主动公开信息情况（一）主动公开信息情况1.通过校园网及OA办公系统和新的一站式服务大厅公开信息。本年度，学校通过门户网站发布“通知公告”16条，发布各类新闻425条，发布招投标信息19条；通过一站式服务大厅（全校在职教职工均能登录）发布通知公告939条，与学生相关的信息还按其内容分别公布于招生就业、学生处、团委、教研、校管、图书馆等二级单位网站中。",2024,"Guangzhou Nanfang College","GZNF","Southern","private",0,2,0,0,0,"Province Education","Guangdong","Guangzhou",0
"344_06","（一）服务发展，凝心聚力。学校高度重视信息公开工作在推进学校高质量发展中的重要作用，有效地运用信息公开凝聚共识、振奋人心。学校及时发布华桂宏校长在南京师范大学建校120周年创新发展大会上的致辞，引发海内外校友的热议和关注。学校120周年创新发展大会和校庆晚会隆重喜庆、儒风典雅，网络观看人数累计达400多万，中央和省市各媒体校庆相关宣传报道250余篇，总阅读量达3500余万，全球通讯社联盟以6种语言在19个国家的320家同时发布，影响力遍及全球。学校及时发布校长在南京师范大学第五次文科发展大会上的讲话，对学校的学科发展特别是文件建设起到了重要的振奋人心的作用。（二）倾听诉求、回应需求。",2023,"Nanjing Normal University","NJNormal","Eastern","public",1,1,0,1,1,"Province","Jiangsu","Nanjing",1
"1678_13","（三）积极拓展信息公开渠道遵循“以人为本、服务师生”的理念，以涉及学校师生切身利益和社会关注度高的信息为突破口，深入推进不同领域的信息公开，切实做好信息公开工作。继续对教职员工和社会公众关注度高的重点领域信息进行主动公开，重点完善办事指南、便民问答、表单下载等服务信息的内容，对学校重大决策制定进行广泛征求意见，接受师生群众监督。发挥信息化渠道的重要作用，对于面向全校师生、量大面广的服务类办事指南、办事流程等，做好全面、细致、规范的公开公告，建立查询体系。充分利用网络媒体，如微信公众号、官方微博、企业邮箱、工作群等多种渠道，及时向校内师生及社会公众做好信息公开工作。同时，进一步增强过程信息的透明度，体现民主管理和科学决策的过程。（四）优化信息公开平台建设积极推进信息公开工作，加强对各学院、各部门的信息工作指导。",2022,"Yunnan Minzu University","YNMinzu","Southwestern","public",1,2,0,0,0,"Province","Yunnan","Kunming",0
"845_04","（三）建强公开阵地，延伸公开渠道学校以需求为导向，立足师生员工、社会公众持续变化的信息查阅习惯，在方式方法上求创新，保障相关信息能及时、准确到达受众。学校着力拓展信息公开平台，充分利用各类网站、新媒体平台、年鉴、简报、校报、学生手册、公告栏、座谈会、见面会、一站式服务大厅等各类平台全方位、无死角公开信息，构建了多层次立体化、线上线下融合联动的信息公开平台体系，确保各类受众都能及时获取信息。特别是将微信公众号、微博、抖音等新媒体平台作为传统信息公开渠道的有效补充，打造政务新媒体信息公开矩阵，推动信息公开平台与时俱进。二、主动公开情况2022~2023学年度，北京科技大学进一步深化对信息公开工作的认识，严格按照《办法》的要求，主动公开学校信息。（一）通过北京科技大学网站群、校内办公平台等公开信息情况2022~2023学年度，学校依托网站群、校内办公平台主动公开信息累计8815条。其中，通过学校信息公开专网公开清单10大类50项内容共计579条公开信息。",2023,"University of Science and Technology Beijing","USTBeijing","Northern","public",1,1,0,1,1,"Ministry of Education","Beijing","Beijing",1
"1011_07","2023年“河北经贸大学”APP于8月1日上线，为全校师生提供了访问校园信息化应用服务、校内新闻资讯、校内实名制社区的统一入口。2.各类年鉴、手册、报表、校报等纸质资料。通过编发年鉴、校报、学生手册、统计报表、招生简章等纸质资料，公开信息。3.宣传橱窗、固定的公开栏、电子显示屏等形式。4.定期召开教职工代表大会、学生代表大会、阳光恳谈会、重阳节座谈会、各界人士代表迎新年座谈会等，向广大师生通报学校重点工作及取得的成效。5.采用书面通知、信函或通过新闻媒体发布等其他便于师生和社会公众知道的形式。",2024,"Hebei University of Economics and Business","HebeiEconBusinessU","Northern","public",1,2,0,0,0,"Province","Hebei","Shijiazhuang",0
"294_06","（二）公开信息的内容：（1）学校基本情况信息。包括学校名称、办学地点、办学性质、办学宗旨、办学层次、办学规模，内部管理体制、机构设置等基本信息。（2）学校文件、规章制度、统计数据等有关信息。主要指本学年度学校制定和发布的各类文件和规章制度等信息。（3）招生信息公开。学校认真做好招生信息公开工作。",2024,"Fuzhou Technology and Business University","FZBus","Eastern","private",0,2,0,0,0,"Province Education","Fujian","Fuzhou",0
"1434_14","6.学生管理服务信息（32）我校资助工作严格按照相关资助管理办法开展工作，学生资助管理中心按照具体的管理办法、方案和流程组织开展学生资助工作，并在适当范围如校园网站、部门公示栏对我校2023年9月1至2024年8月31日所有奖助经费和助困经费相关结果进行公示。7.学风建设信息（33）我校于2024年4月印发了《广西财经学院2024年学风建设实施方案》（桂财院学工〔2024〕8号），紧紧围绕学校“十四五”事业发展规划总体目标，结合教育部本科教育教学审核评估指标体系、自治区专业综合评估指标体系，学校“新财经”教育高质量发展实施方案等文件精神，聚焦提升“五率”，开展思想引领等六大工程系列活动，打造“清新学风”，助力我校人才自主培养质量不断提升。8.学位、学科信息（34）我校无拟授予硕士、博士学位同等学力人员资格审查和学力水平认定。（35）根据国务院学位委员会文件《国务院学位委员会关于下达2022年动态调整撤销和增列的学位授权点名单的通知》（学位〔2023〕14号），我校获批2022年动态调整增列审计硕士学位授权点。",2024,"Guangxi University of Finance and Economics","GXUFE","Southern","public",1,2,0,0,0,"Autonomous","Guangxi","Nanning",0
"1393_06","学校严格按照国家招投标管理的有关规定，所有项目、设备等招标、中标信息，均在校主页招标公告专栏中予以公示，切实做到公开、公平、公正、择优和诚实守信，接受社会公众的监督。通过全体教职员工大会报告公开学校2021年财务预算执行情况；通过信息公开网和财务收费公示宣传栏公开收费项目、依据、标准以及投诉方式等。4.人事师资信息通过信息公开专栏公开领导干部社会兼职情况、院级领导干部因公出国（境）情况；通过校园网和信息公开专栏公开学校和部门规章制度汇编、岗位设置管理与聘用办法；通过校园网“通知公告”栏目、信息公开专栏、学校信息管理系统以及部门网站-6-公开校内中层干部任免信息，通过校园网、各大媒体平台发布人员招聘信息等。5.教学质量信息通过校园网、信息公开专栏、部门网站、报告等公开本科生占全日制在校生总数的比例、教师数量及结构、学校年度教学质量报告、专业设置、新增本科专业和停招专业情况、全校开设课程总门数、实践教学学分占总学分比例、选修课学分占总学分比例情况等。",2022,"Guangzhou Software Institute","GZSoft","Southern","private",0,2,0,0,0,"Province Education","Guangdong","Guangzhou",0
"865_10","学校在招生工作中认真贯彻实施“阳光工程”，严格执行教育部的“十公开”和“30个不得”要求，坚持公开、公平、公正，切实维护广大考生的合法权益。一是创新拓宽信息公开途径和渠道。通过招生简章、报考指南、学校招生信息网、招生办官方微信公众号、招生小程序、微博、教育部阳光高考信息平台、网络直播、招生热线、网络咨询平台、各省市级招办及考试报等途径及时准确地向全社会发布招生计划数、录取专业等相关信息，并将录取结果等第一时间向社会公布，实时更新录取进程，这些信息反映了学校的招生政策、招生计划、招生专业、报考条件、录取程序和办法、收费项目和标准、咨询电话、录取信息查询渠道和办法、历年录取分数、分批次录取人数和录取最低分、申诉渠道等内容，最大限度地满足了考生和家长的知情权。二是加强招生录取全过程的监督和检查。学校成立由校长任组长的招生录取工作领导小组和由纪委书记任组长的招生录取工作监察小组，对本科和研究生招生录取工作进行全程监督。",2022,"Beijing Institute of Petrochemical Technology","BIPetroT","Northern","public",1,2,0,0,0,"Municipal","Beijing","Beijing",0
"951_14","网址为：http://xxgk.cupl.edu.cn/xxgkml/dwjlyhzxx.htm10.“科研管理信息”公开情况（网站）该项共公开19条，主要为科研项目的立项、申报、评审、执行、验收及评估情况，科研成果推广开发及科研奖励的申报、推荐、获奖情况等。网址为：https://kyc.cupl.edu.cn/index/tzgg.htm11.“后勤保障信息”公开情况（网站）该项共公开37条，主要为医疗卫生、采购价格公示、招聘信息、预警信息、值班安排、校园生活提示等。网址为：http://xxgk.cupl.edu.cn/xxgkml/hqglxx.htm学校企业号中设置“后勤服务”版块，更新后勤服务类信息83条，包含常用查询、校园生活提示、一周生活热点、每周食谱、各类活动举办通知、后勤服务实时信息等。-14-图11：企业微信号发布后勤服务信息12.“其他”公开情况（网站）该项信息已经公开，因本年度内该项信息学校没有变化，故没有更新数据。",2024,"China University of Political Science and Law","ChinaUnivPolLaw","Northern","public",1,1,0,1,1,"Ministry of Education","Beijing","Beijing",1
"1119_09","及时在网上公示各学科的申报和认证材料，接受校内外监督。9.对外交流与合作信息公开中外办学情况在学校国际交流处、国际学院网站上进行了公布，并进一步加强来华留学生的管理及培训，制定了留学生管理相关规定。加强出国（境）管理，坚持出国（境）团组信息事先内部公示，规范因公出国（境）绩效考核工作。公开国际交流信息，不断完善面向全校师生的信息服务。加强学生国际交流项目宣传，公开项目入选条件、资格审核过程、各类奖学金资助标准。-9-三、依申请公开和不公开情况按学校《信息公开指南》对依申请公开的受理部门、受理程序、咨询电话等相关情况进行了规定，广大教职工和社会人士可以向学校办公室申请公开信息。",2024,"Tianjin University of Technology and Education","TianjinUTE","Northern","public",1,2,0,0,0,"Municipal","Tianjin","Tianjin",0
"909_14","为充分体现“公开、公平、公正”的原则，2023年学校继续实行公示制度，在专业技术职务评审过程中分别进行3次单位公示、3次全校公示。其中，单位公示由各单位职称工作小组采取线上或线下方式进行，并在公示期结束后向校职评办备案；全校公示由校职评办通过人事信息系统和校园网线上进行。每次公示期均不少于5个工作日，严格评审推荐程序，强化信息公开。在职称评审期间，全校教师可通过电话、邮件、书面材料和当面举报等方式向校职评办进行投诉举报，校职评办对投诉举报事项进行记录、调查，在七个工作日内核实情况，并通过电话、邮件、书面材料和当面沟通等方式向投诉举报人进行反馈。（4）专任教师岗位聘用方面为进一步深化学校人事分配制度改革，优化人力资源配置，构建符合教学、科研规律并具有学校特色的教师分类分级管理体系，2023年12月至2024年1月，学校发布《中央财经大学专任教师岗位设置与聘用办法》《关于开展中央财经大学专任教师岗位聘用工作的通知》，启动新一轮专任教师岗位分类分级聘用工作。",2024,"Central University of Finance and Economics","CUFE","Northern","public",1,1,0,1,1,"Ministry of Education","Beijing","Beijing",1
"1262_01","1西北政法大学2023年度信息公开工作报告按照《中华人民共和国政府信息公开条例》《高等学校信息公开办法》、《教育部关于公布<高等学校信息公开事项清单>的通知》、省教育厅《关于做好2023年高校信息公开年度报告工作的通知》要求，根据2022—2023学年信息公开工作执行情况，西北政法大学编制2023年度信息公开报告，全文包括学校信息公开情况概述，主动公开情况，依申请公开和不予公开情况，信息公开工作受到投诉、复议、诉讼情况，信息公开工作的主要经验、存在问题和改进措施，以及其他需要报告的事项和清单事项公开情况表。统计期限为2022年9月1日至2023年8月31日。一、信息公开总体情况2022—2023学年，学校坚持以习近平新时代中国特色社会主义思想为指导，认真贯彻落实上级有关部门关于信息公开工作的部署和要求，结合全国依法治校示范校创建活动，将信息公开作为推进学校法治工作、提升治理体系和治理能力现代化的重要抓手，加大主动公开力度，创新信息公开方式方法，提升信息公开服务质量，切实回应社会关切，自觉接受社会监督，不断提升学校信息公开工作质效。（一）贯通全程，进一步完善信息公开工作机制一是健全完善主动公开机制，严格落实《西北政法大学信息公2开事项清单》，将主动公开信息内容分门别类，对各部门及相关单位权责事项作了系统梳理，由相关职能部门负责信息的上传、发布，推进重点领域信息公开和重大事项决策过程等重要信息公开，确保公开信息的准确性、规范性；落实目录外信息公开发布审批和保密审查制度，确保信息公开合法合规、及时有效。",2023,"Northwest University of Political Science and Law","NWUPSL","Northwestern","public",1,1,0,0,0,"Province","Shaanxi","Xi'an",0
"259_06","8.学位信息方面：严格学位信息管理，所有学位信息均严格按照教育主管部门的要求及时报送。每学年在学位证书发放前均提前以学院正式文件的方式公布学位授予情况，对不能取得学位的学生，我校均及时告知，并向其告知相关制度依据。9.其他方面：我校及时发布党建和团学工作动态等信息，积极引导学生参与党团活动，争做新时代优秀青年。三、依申请公开和不予公开情况依申请公开制度是根据《高等学校信息公开办法》确立的一项重要制度。我校在2021-2022学年度未收到社会公众和学校师生的相关信息公开申请，没有不予公开的情况。社会公众和学校师生对其所关心的学校信息，均已通过线上平台、电话、书记校长信箱等方式进行了解，学校及各二级单位均按照规定，以相应形式进行了答复或回复。",2022,"Hefei Economic College","HefeiEcon","Eastern","private",0,2,0,0,0,"Province Education","Anhui","Hefei",0
"607_03","平台上线至今，校务服务事项办件量达28万余件。学校通过编撰《浙江中医药大学年鉴》等形式主动公开信息。2021-2022学年，学校编撰、出版《浙江中医药大学年鉴》（2021卷），内容涵盖学校多个单位，累计近19万字。年鉴内容全面反映了学校2021年在人才培养、学科科研、师资队伍、管理服务、交流合作、党群工作、附属医院建设、学院发展、文化传承创新及综合改革等方面的发展进程和取得的最新成就。（二）重点领域信息主动公开情况1.招生考试信息（1）本科生招生考试信息公开方面。招生信息及时向社会公开，招生结果提供考生查询，提供招生相关投诉、举报渠道。",2022,"Zhejiang Chinese Medical University","ZJCMed","Eastern","public",1,1,0,0,0,"Province","Zhejiang","Hangzhou",0
"858_13","成功举办“相约北邮筑梦未来”2024年校园开放日暨高招联合咨询会，吸引了近4000名考生和家长参加。20余家主流新闻媒体参加学校记者见面会并进行了集中报道，极大的提升了招生宣传的效果。同时，招生宣传实施“千人千校”机制，今年已安排教师近千人次和学生2000余人利用高招咨询、日常化宣传及寒假宣传等方式赴全国2000余所中学开展招生宣传活动2500余场。实施数字化招生宣传，强化宣传成效导向。优化“邮小招”智能问答系统，提供24小时精准招生咨询服务。利用AI大模型开发“邮大师”系统，为新生提供专属智能AI全能导师，实施成长陪伴式指导。",2024,"Beijing University of Posts and Telecommunications","BUPostTech","Northern","public",1,1,0,1,1,"Ministry of Education","Beijing","Beijing",1
"224_01","安徽大学信息公开工作年度报告（2022-2023学年度）根据《安徽省教育厅关于做好2023年高校信息公开年度报告工作的通知》（皖教秘〔2023〕289号）要求，按照《高等学校信息公开事项清单》（以下简称《清单》）规定，现编制安徽大学信息公开年度报告（2022-2023学年度）。报告内容包括：概述，主动公开情况，依申请公开和不予公开情况，对信息公开的评议情况，因学校信息公开工作受到举报、复议、诉讼的情况，信息公开工作的经验做法、存在问题和改进措施，其他需要报告的事项及附件《清单》事项公开情况表。本报告中所列数据的统计时间为2022年9月1日至2023年8月31日。通过安徽大学信息公开平台（http://xxgk.ahu.edu.cn/）可以下载本报告的电子版。如对本报告有任何疑问，请联系安徽大学信息公开工作办公室，",2023,"Anhui University","AnhuiU","Eastern","public",1,1,0,1,1,"Province","Anhui","Hefei",1
"588_01","上海科技大学2023-2024学年信息公开工作年度报告本年度报告根据《中华人民共和国政府信息公开条例》（以下简称《条例》）和《上海市政府信息公开规定》（以下简称《规定》）要求，根据上海科技大学2023-2024学年信息公开工作执行情况编制而成。全文包括：概述、信息主动公开情况、依申请公开和不予公开情况、对信息公开的评议情况、因信息公开工作遭到举报的情况、信息公开工作主要经验、存在的问题和改进措施、其他需要报告的事项及附件八个部分。本报告所列数据的统计时间为2023年9月1日至2024年8月31日。一、概述上海科技大学自2013年建校以来，秉持服务国家创新发展战略、培养“立志、成才,报国、裕民”优秀人才的立校初心，创新开拓，在完成学校总体基本建设的同时，实现了高起点建设、创新性发展、持续性进步。上海科技大学在上海市人民政府和中国科学院的领导下，上科大全面贯彻党的教育方针，以立德树人为根本，以改革创新为动力，坚守“小规模、高水平、国际化的研究型、创新型大学”的办学定位，心怀“国之大者”，致力培养“国之栋梁”，锻造“国之利器”，担当“国之大任”。",2024,"Shanghai Tech University","SHTech","Eastern","public",1,1,0,0,1,"Municipal","Shanghai","Shanghai",1
"1398_04","2.通过新媒体平台公开信息。学校通过微信等新媒体平台发布信息，充分发挥新媒体优势，进一步增强信息传播时效，加大信息公开力度。目前学校微信公众号订阅量达105,701人，本年度共发布图文信息259次，总阅读量为101689人次，文章最高阅读量为29662人次；截至目前，学校微信视频号订阅量达3702人，发布视频86次，总点击量为842521人次，视频最高浏览量为39.2万人次。学校通过新媒体平台公布的内容包括：党和国家的教育方针、时政热点、学校新闻、招生信息、就业信息、反诈骗宣传等。同时，学校各二级单位也通过自有微信公众号发布信息，加大了信息公开的覆盖面和实效性。（二）学校主动公开信息内容学校主动公开的信息包括：基本信息，招生考试信息，财务、资产及收费信息，人事师资信息，教学、就业质量信息，学生管理服务信息，学风建设信息，学位学科信息，对外合作交流信息和其他等清单要求的10类信息。",2024,"Guangzhou Nanfang College","GZNF","Southern","private",0,2,0,0,0,"Province Education","Guangdong","Guangzhou",0
"1023_07","收费管理方面，认真落实自治区教育收费公示制度，切实加强教育收费政策宣传教育，通过公示栏、公示牌、网上公布等形式，将收费项目、收费标准、收费依据等信息事先告知学生和家长。深入落实科研经费“放管服”相关要求，通过财务处网站和“内大财务”微信公众号进行财务管理相关政策宣传和政策解读，举办科研经费使用政策培训，不断优化财务报销流程，规范财务报销行为。（三）人事信息公开情况在人事招聘方面，分别在“中国教育在线”“中国留学人才网”“中国博士人才网”“千人计划网”“高校教育人才网”和内蒙古大学主页等网站发布人才招聘信息。按照《内蒙古大学2024年度公开招聘具有硕士学位事业编制工作人员实施方案》，在人事处网站发布《内蒙古大学2024年度公开招聘具有硕士学位事业编制工作人员公告》《内蒙古大学2024年度公开招聘具有硕士学位事业编制工作人员公告（第二批）》《内蒙古大学2024年度公开招聘具有硕士学位事业编制工作人员公告（第三批）》，后续笔试、资格复审、面试、体检、考察、公示和递补等各环节均在学校人事处网站进行公布，切实做到招聘全过程公开透明。",2024,"Inner Mongolia University","InnerMonU","Northern","public",1,1,0,1,1,"Province","Inner Mongolia","Hohhot",1
"1271_07","3.招生咨询及监督。学校录取结果与录取分数线在每个录取批次结束24小时内公布在校园网内，陕西省教育考试院在省招生考试信息网公布录取结果。为保护考生信息及个人隐私，录取结果必须由考生本人通过自己的考生号、姓名、身份证号等有效信息进行查询。学校招生工作接受学校监事会、纪检部门、省级招生主管部门、社会媒体、考生及家长的监督与检查，录取分数线等统计信息及时公布在学校招生网站。为及时解答考生疑问以及获取社会反馈的问题，学校通过教育部阳光高考信息平台、学院网站、电子邮件、咨询电话、微信平台等多种媒体向社会提供咨询服务。学校招生信息公开及时准确、效果良好，并未收到有关投诉或举报。",2023,"Peihua University","PeihuaU","Northwestern","private",0,2,0,0,0,"Province Education","Shaanxi","Xi'an",0
"922_06","外交学院微信公众号发布信息239条，累计6万余人关注。（三）清单公开事项1、“基本信息”公开情况该项共公开47条，包括学院发展规划、年度工作计划、重点工作安排，其中包括外交学院第二轮“双一流”建设方案、院长办公会决议通报28条、2022年秋季开学返校工作方案1条、沙河校区疫情应急演练、学院开展疫情应急处置与安全稳定工作推演。http://tportal.cfau.edu.cn/col724/100913.htmhttp://tportal.cfau.edu.cn/col724/db49ac20649a41c19cf4215d03b4b212.htmhttp://tportal.cfau.edu.cn/col724/c4e46abf259a4aef8d25bb31a9e13b66.htmhttp://tportal.cfau.edu.cn/col724/2fb18be40fd044d5af72d9759ed9df01.htmhttps://xxgk.cfau.edu.cn/col1684/b732d74fdae645fa83dc783d7c4d28dc.htm2、“招生考试信息”公开情况该条共公开信息55条，包括招生章程及特殊类型招生办法，分批次、分科类招生计划，保送、自主选拔选拔录取、高水平运动员和艺术特长生招生等特殊类型招生入选考生资格及测试结果，考生个人录取信息查询渠道和办法，分批次、分科类录取人数和录取最低分，招生咨询及考生申诉渠道，新生复查期间有关举报、调查及处理结果。研究生招生简章、招生专业目录、复试录取办法，各院（系、所）或学科、专业招收研究生人数，参加研究生复试的考生成绩，拟录取研究生名单，研究生招生咨询及申诉渠道。",2022,"China Foreign Affairs University","CFAU","Northern","public",1,1,0,0,0,"MFA","Beijing","Beijing",0
"1130_09","9.学校发展规划、年度工作计划及重点工作安排学校发展规划、年度工作计划及重点工作安排在校内OA综合信息服务平台-“学校文件”栏目下公开，同时在信息公开网有相关链接。学校发展规划：https://xxgkw.tjus.edu.cn/2023-9.1.pdf本年度工作计划及重点工作安排：https://xxgkw.tjus.edu.cn/2023-9.2.pdf10.信息公开年度报告在信息公开网首页公开。11.招生章程及特殊类型招生办法，分批次、分科类招生计划本年度学校在本科招生网站（https://zb.tjus.edu.cn/）公布了《天津体育学院2023年高职升本科招生章程》、《天津体育学院2023年艺术类招生简章》、《天津体育学院2023年保送录取优秀运动员招生简章》、《天津体育学院2023年运动训练、武术与民族传统体育专业招生简章》、《天津体育学院2023年依据台湾地区大学入学考试学科能力测试成绩招收台湾高中毕业生招生简章》、《天津体育学院运动训练、武术与民族传统体育专业招生项目及分项目招生计划》、《天津体育学院2023年第二学士学位招生简章》、《天津体育学院2023年普通本科招生章程》、《天津体育学院2023年分省分专业招生计划》，以上同时8在信息公开网有相关链接。https://xxgkw.tjus.edu.cn/2023-11.pdf12.保送、自主选拔录取、高水平运动员和艺术特长生招生等特殊类型招生入选考生资格及测试结果在信息公开网公开，有相关链接。",2023,"Tianjin University of Sport","TianjinSportU","Northern","public",1,2,0,0,0,"Municipal","Tianjin","Tianjin",0
"1632_01","根据《高等学校信息公开办法》《教育部关于公布<高等学校信息公开事项清单>的通知》,以及《教育部办公厅关于做好2024年高校信息公开年度报告工作的通知》和《四川省教育厅关于做好2024年高校信息公开年度报告工作的通知》的文件要求，结合学校的工作实际，现编写《四川工商学院2023-2024学年度信息公开工作报告》，全文内容包括信息公开主要工作概述、主动公开情况、依法申请公开和不予公开情况、对信息公开的评议情况、因学校信息公开工作受到举报的情况、信息公开工作存在问题和改进措施等六个部分。报告中所列数据的统计期限为2023年9月1日至2024年8月31日。本报告的电子版可以从四川工商学院门户网站“公告”栏目（https://www.stbu.edu.cn/html/news/gonggao/）下载。一、概述四川工商学院高度重视信息公开工作，2023—2024学年，以习近平总书记新时代中国特色社会主义思想为指导，按照党中央、国务院关于政务公开工作的决策部署和教育部推进教育公开的总体安排，在四川省教育厅的指导下，紧紧围绕新形势下高校信息公开工作在服务公众、服务师生、接受监督方面的作用，坚持“以公开为常态、不公开为例外”的原则，结合本校实际，坚持完善信息公开平台建设和加大重点领域信息公开范围力度，不断提高学校信息公开的质量。",2024,"Sichuan University of Business and Technology","SCBus","Southwestern","private",0,2,0,0,0,"Province Education","Sichuan","Chengdu",0
"1263_06","（二）重点领域的信息公开情况1.学校基本信息公开。在学校官网平台实时更新校领导班子简介及分工、机构设置，已发布本学年教代会报告、学术委员会年度报告、发展规划及重点工作文件，及时发布教学质量信息，涵盖学科建设、专业、各类在校生等办学基本情况。编制更新学校简介宣传册、对外宣传视频，包含学校办学历程、科研平台搭建等情况。学校基本信息网址（https://xxgk.nwupl.edu.cn/info/iList.jsp?cat_id=12132）2.招生考试信息公开。本科生、研究生、国际教育、继续教育与培训等工作领域针对招生就业分别建立专门网站，及时公开招生政策、招生资格、招生章程、招生计划、专业介绍、录取程序、录取结果、咨询及申诉渠道、就业招聘等信息，设置往年录取分数、奖助政策和“考生问答”专栏，帮助考生合理选择和填报志愿。以上信息均在学校官网设专栏通道，并在相关微信公众号同步发布。",2024,"Northwest University of Political Science and Law","NWUPSL","Northwestern","public",1,1,0,0,0,"Province","Shaanxi","Xi'an",0
"518_02","学校深入落实党中央、国务院关于全面推进政务公开工作的决策部署，在教育部、上海市教委的指导下，坚持“以公开为常态、不公开为例外”的原则，以《教育部关于公布<高等学校信息公开事项清单>的通知》为指引，认真学习《2023年上海市教育委员会政务公开重点工作》相关内容，将信息公开作为促进依法治校、完善治理体系、提升治理能力的重要抓手，推动各领域信息公开工作稳步开展。（一）强化组织领导，完善工作机制2东华大学信息公开领导小组是学校信息公开工作的领导机构，由校长任组长，分管校领导担任副组长，相关职能部门负责人为小组成员。信息公开领导小组统筹协调推进学校信息公开工作，将该项工作纳入学校发展和改革规划重点建设任务。学校制定《东华大学信息公开实施细则》《东华大学信息公开目录》等，系统梳理信息公开任务条目、全面规范信息公开工作流程、压紧压实信息公开主体责任，为扎实做好校级信息公开工作提供科学指导。校长办公室作为学校信息公开的工作机构，做好日常业务管理工作，形成学校统一领导、职能部门协同推进、师生和社会公众主动参与、监察处监督检查的良好机制。",2023,"Donghua University","DHU","Eastern","public",1,1,0,1,1,"Ministry of Education","Shanghai","Shanghai",1
"1579_07","我校的本科招生章程中明确了来源计划的编制原则，对学校简介、录取原则、毕业生颁发证书、收费标准和奖助政策等内容6有详细描述。2.招生计划的信息公开招生计划经教育部审核通过后，于每年4-6月上传到教育部阳光高考平台，同时在学校本科招生网面向校内外发布，分院系、分专业公布各省（市、自治区）的招生计划数，对招生专业的学制、计划性质、主干课程等信息予以公开。此外，学校每年3月在本科招生网公布了近三年在全国各省（市、自治区）的招生计划、提档线以及各专业的最高分、最低分、平均分等信息，既方便考生查询，也是对我校上一年招生计划落实情况的公开。3.特殊类型招生办法的信息公开对于特殊类型招生（含强基计划、保送生、高水平艺术团、高水平运动队、高校专项计划），按照特殊类型招生时间要求，通过教育部阳光高考平台、学校本科招生网面向校内外公布相应实施方案。方案中包含了招生对象、报名选拔流程、监督机制、招办联系方式等信息，并通过腾讯QQ、微信等大众传媒进行宣传报道。",2022,"University of Electronic Science and Technology of China","CNElectonic","Southwestern","public",1,1,1,1,1,"Ministry of Education","Sichuan","Chengdu",1
"1580_19","围绕党中央、国务院和教育部关于信息公开的法律法规和政策要求，通过专家报告、工作研讨等形式，面向工作人员深入开展信息公开政策解读和业务培训。（三）优化信息公开网移动端已成为师生和社会公众获取信息的重要手段，持续优化信息公开网，提升用户友好性，着重提升信息公开网的移动端适配。",2023,"University of Electronic Science and Technology of China","CNElectonic","Southwestern","public",1,1,1,1,1,"Ministry of Education","Sichuan","Chengdu",1
"654_05","三是激活信息公开新载体。通过微信公众号、微博、抖音、学习强国等平台，矩阵式公开各类服务信息、最新资讯、工作成果等；上线“习近平总书记视察哈尔滨工程大学”专题网站，以专刊、专题、专栏、专稿以及图文视频结合的全媒体形式在央视、人民日报等国家级媒体报道我校青年师生学习总书记视察学校重要指示精神，主动公开、广泛宣传学校重点领域工作落实情况。学校入选“2023年度人民网优秀校园新闻作品获选高校”。二、学校信息主动公开情况（一）多媒体平台信息公开情况截至2024年8月31日，学校信息公开网累计公开《哈尔滨工程大学信息公开事项清单》事项10大类50项3287条次。本年度，《工学周报》出版15期，学校主页公告专栏公开信息637条次，学校工学新闻网发布信息3280条次，办公信息网发布学校文件124份、发布或更新规章制度23项、发布两会纪要36份、发布工作信息1475条次。学校官方微信发布推送276篇，官方微博发布信息2917条，官方QQ空间发布说说2721条，微信视频号、抖音等视频平台发布信息180条。",2024,"Harbin Engineering University","HRBEU","Northeastern","public",1,1,0,1,1,"MIIT","Heilongjiang","Harbin",1
